Year,Type,Country,Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Species ,latitude,longitude
1983,Sea Disaster,AUSTRALIA,Queensland,Swimming from the New Venture ,F,21,"FATAL, shark seized her by the chest and took her underwater ",Y,Tiger   ,-25.274398,133.775136
1983,Sea Disaster,AUSTRALIA,Queensland,Swimming from the New Venture ,M,24,"FATAL, shark bit leg, then dragged him underwater ",Y,Tiger   ,-25.274398,133.775136
1983,Sea Disaster,AUSTRALIA,Queensland,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,M,28,"Left knee bitten, but survived",N,Tiger   ,-25.274398,133.775136
1984,Unprovoked,AUSTRALIA,Queensland,Sailing on catamaran & fell into the water,M,16,FATAL,Y,Tiger   ,-25.274398,133.775136
1984,Unprovoked,AUSTRALIA,Western Australia,NA,NA,NA,No details,NA,NA,-25.274398,133.775136
1984,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,27,Hand bitten,N,Whitetip reef,-25.274398,133.775136
1985,Provoked,AUSTRALIA,Queensland,Fishing,M,NA,Laceration to lower left leg by hooked shark PROVOKED INCIDENT,N,NA,-25.274398,133.775136
1985,Unprovoked,AUSTRALIA,South Australia,Free diving for scallops,F,33,FATAL,Y,White,-25.274398,133.775136
1986,Unprovoked,AUSTRALIA,Western Australia,NA,NA,NA,No details,NA,NA,-25.274398,133.775136
1986,Unprovoked,AUSTRALIA,New South Wales,Scuba diving,F,NA,Survived,N,Wobbegong     ,-25.274398,133.775136
1986,Boat,AUSTRALIA,Western Australia,Fishing,NA,NA,"No injury to occupants. Shark bit motor, lifting stern a half-metre out of the water",N,NA,-25.274398,133.775136
1986,Unprovoked,AUSTRALIA,New South Wales,Scuba diving,M,NA,Survived,N,Wobbegong     ,-25.274398,133.775136
1986,Unprovoked,AUSTRALIA,Victoria,Surfing,M,29,"No injury, knocked into water & board bitten",N,Bronze whaler    ,-25.274398,133.775136
1987,Unprovoked,AUSTRALIA,South Australia,Scuba Diving for scallops,M,47,FATAL,Y,White,-25.274398,133.775136
1987,Provoked,AUSTRALIA,New South Wales,Fishing,M,34,3 fingers severed by metal trace as he tried to haul in a hooked shark. PROVOKED ACCIDENT,N,NA,-25.274398,133.775136
1987,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,18,Calf lacerated,N,Bronze whaler    ,-25.274398,133.775136
1987,Unprovoked,AUSTRALIA,Queensland,Swimming,M,37,Right leg lacerated,N,NA,-25.274398,133.775136
1988,Sea Disaster,AUSTRALIA,Queensland,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",M,17,"FATAL  When James Coucom, the lone survivor, was rescued, ""2 sharks were pounding on the dinghy""",Y,NA,-25.274398,133.775136
1988,Sea Disaster,AUSTRALIA,Queensland,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",M,62,FATAL,Y,NA,-25.274398,133.775136
1988,Unprovoked,AUSTRALIA,Victoria,Surfing,M,38,Lacerations to right leg,N,NA,-25.274398,133.775136
1988,Unprovoked,AUSTRALIA,South Australia,Surfing,M,15,Lower right  leg lacerated,N,NA,-25.274398,133.775136
1988,Boat,AUSTRALIA,Western Australia,Drift fishing,NA,NA,"No injury to occupants; shark leapt into boat, almost capsizing it and destroyed the inside of the boat",N,Mako,-25.274398,133.775136
1988,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,12,Hand bitten,N,Wobbegong     ,-25.274398,133.775136
1989,Unprovoked,AUSTRALIA,Northern Territory,NA,M,17,"No details, ""recovering in Darwin Hospital""",NA,Tiger   ,-25.274398,133.775136
1989,Unprovoked,AUSTRALIA,Victoria,Surfing,M,32,Thigh bitten,N,White,-25.274398,133.775136
1989,Unprovoked,AUSTRALIA,Queensland,Swimming in canal,M,10,Left ankle broken & lacerated,N,Bronze whaler ,-25.274398,133.775136
1989,Unprovoked,AUSTRALIA,Northern Territory,Swimming,F,31,Puncture marks to right calf,N,NA,-25.274398,133.775136
1989,Unprovoked,AUSTRALIA,Tasmania,Surfing,M,17,"No injury, board bitten",N,White,-25.274398,133.775136
1989,Unprovoked,AUSTRALIA,Victoria,Surfing,M,NA,No details,NA,White,-25.274398,133.775136
1989,Provoked,AUSTRALIA,Queensland,Feeding fish,M,30,Left leg bitten by captive shark                   PROVOKED INCIDENT,N,Grey reef ,-25.274398,133.775136
1989,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,17,"No injury, shark took chunk out of surfboard",N,Bronze whaler    ,-25.274398,133.775136
1989,Provoked,AUSTRALIA,Queensland,Fishing for sharks,M,41,Laceration to arm  PROVOKED INCIDENT,N,White,-25.274398,133.775136
1989,Unprovoked,AUSTRALIA,South Australia,Surfing,M,27,Thigh bitten FATAL,Y,White,-25.274398,133.775136
1989,Boat,AUSTRALIA,Western Australia,Kayaking,M,NA,"No injury, but the kayak was bitten by the shark",N,Tiger   ,-25.274398,133.775136
1989,Unprovoked,AUSTRALIA,New South Wales,Surfing with dolphins,M,17,"Abdomen lacerated, surfboard holed",N,Tiger   ,-25.274398,133.775136
1990,Unprovoked,AUSTRALIA,Queensland,Swimming ,M,26,"Abdomen, hip, leg & arm bitten",N,NA,-25.274398,133.775136
1990,Unprovoked,AUSTRALIA,Queensland,Swimming,M,26,Buttocks & hip bitten,N,NA,-25.274398,133.775136
1990,Unprovoked,AUSTRALIA,South Australia,Surfing,M,NA,Lacerations to foot,N,NA,-25.274398,133.775136
1990,Unprovoked,AUSTRALIA,Queensland,Snorkeling,F,30,Lacerations,N,Hammerhead ,-25.274398,133.775136
1990,Unprovoked,AUSTRALIA,Queensland,"Snorkeling, possibly holding a fish",M,30,Lacerations,N,Hammerhead ,-25.274398,133.775136
1990,Unprovoked,AUSTRALIA,Queensland,Surfing,M,31,"Lacerations & abrasions, board bitten in half",N,Tiger   ,-25.274398,133.775136
1990,Unprovoked,AUSTRALIA,Queensland,Free diving for trochus,M,37,Presumed FATAL,Y,NA,-25.274398,133.775136
1990,Unprovoked,AUSTRALIA,Queensland,Surfing,M,NA,"No injury, board broken in two",N,NA,-25.274398,133.775136
1990,Unprovoked,AUSTRALIA,Queensland,Surfing,M,29,"No injury, board bitten",N,NA,-25.274398,133.775136
1991,Unprovoked,AUSTRALIA,Western Australia,Boogie boarding,M,14,Calf scratched & chunk bitten from board,N,NA,-25.274398,133.775136
1991,Unprovoked,AUSTRALIA,South Australia,Scuba diving,M,19,FATAL,Y,White,-25.274398,133.775136
1991,Provoked,AUSTRALIA,Queensland,Finning the shark that bit him,M,36,"Shark bit his arm, nearly severing it PROVOKED INCIDENT",N,NA,-25.274398,133.775136
1991,Unprovoked,AUSTRALIA,New South Wales,Scuba diving,M,18,Lacerations to arm & leg,N,Grey reef ,-25.274398,133.775136
1991,Unprovoked,AUSTRALIA,Queensland,Swimming,M,35,"Hands, legs & buttocks lacerated",N,NA,-25.274398,133.775136
1991,Unprovoked,AUSTRALIA,Western Australia,Surf-skiing,M,NA,"No injury, shark brushed ski",N,NA,-25.274398,133.775136
1991,Unprovoked,AUSTRALIA,Queensland,Surfing (or sailboarding),M,22,Survived,N,NA,-25.274398,133.775136
1992,Unprovoked,AUSTRALIA,New South Wales,Scuba diving,M,NA,Minor injury while delivering pup of female shark caught in a net,N,Grey reef ,-25.274398,133.775136
1992,Unprovoked,AUSTRALIA,Queensland,Surfing,M,28,FATAL,Y,White,-25.274398,133.775136
1992,Unprovoked,AUSTRALIA,South Australia,Surfing,M,17,"Minor cuts, sufboard bitten",N,White,-25.274398,133.775136
1992,Unprovoked,AUSTRALIA,Victoria,Surfing,M,17,"Right thigh, back & hand lacerated",N,Bronze whaler    ,-25.274398,133.775136
1992,Unprovoked,AUSTRALIA,New South Wales,Boogie boarding,M,19,Right leg lacerated,N,Bronze whaler    ,-25.274398,133.775136
1993,Unprovoked,AUSTRALIA,Western Australia,Hookah diving,M,27,FATAL,Y,Tiger   ,-25.274398,133.775136
1993,Boat,AUSTRALIA,Western Australia,Fishing,NA,NA,"No injury to occupants. Shark struck boat, lifting the outboard motor",N,White,-25.274398,133.775136
1993,Unprovoked,AUSTRALIA,New South Wales,Scuba diving,M,31,FATAL,Y,White,-25.274398,133.775136
1993,Unprovoked,AUSTRALIA,Tasmania,Scuba diving at seal colony,F,34,FATAL,Y,White,-25.274398,133.775136
1993,Provoked,AUSTRALIA,Queensland,Fishing,M,69,"Legs lacerated, puncture wound in hand from hooked shark hauled onboard PROVOKED INCIDENT",N,Bronze whaler    ,-25.274398,133.775136
1993,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,21,"6"" laceration to left forearm",N,NA,-25.274398,133.775136
1994,Boat,AUSTRALIA,Western Australia,Fishing,NA,NA,"No injury to occupants, shark bit anchor and ladder",N,White,-25.274398,133.775136
1994,Unprovoked,AUSTRALIA,Queensland,"Swimming, after falling off towed kneeboard",M,23,Hamstring bitten,N,NA,-25.274398,133.775136
1995,Unprovoked,AUSTRALIA,Queensland,NA,M,NA,Survived,N,NA,-25.274398,133.775136
1995,Unprovoked,AUSTRALIA,Queensland,Playing / standing,F,15,Laceration to thigh,N,NA,-25.274398,133.775136
1995,Unprovoked,AUSTRALIA,Western Australia,Abalone diving using Hookah (near calving whales),M,29,"FATAL, head, shoulder and arm severed, remains recovered at Munglinup Beach on 9/13/1995",Y,White,-25.274398,133.775136
1995,Unprovoked,AUSTRALIA,Western Australia,NA,NA,NA,No details,NA,NA,-25.274398,133.775136
1995,Unprovoked,AUSTRALIA,New South Wales,Diving,M,NA,"No injury, shark took swimfin",N,Wobbegong     ,-25.274398,133.775136
1995,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,F,NA,"No injury, knocked off board by shark",N,NA,-25.274398,133.775136
1995,Unprovoked,AUSTRALIA,South Australia,Surfing,M,35,Left arm lacerated,N,Bronze whaler    ,-25.274398,133.775136
1995,Provoked,AUSTRALIA,Queensland,Snorkeling,M,NA,"No injury, grabbed byshark after he pulled its tail PROVOKED INCIDENT",N,Leopard ,-25.274398,133.775136
1996,Unprovoked,AUSTRALIA,Queensland,Surfing,M,18,NA,NA,NA,-25.274398,133.775136
1996,Unprovoked,AUSTRALIA,Victoria,Surfing,M,NA,"No injury, board bitten",N,White,-25.274398,133.775136
1996,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,11,Puncture wounds on upper left thigh ,N,Wobbegong     ,-25.274398,133.775136
1996,Unprovoked,AUSTRALIA,New South Wales,Swimming,F,16,Puncture wounds on leg ,N,Wobbegong     ,-25.274398,133.775136
1996,Unprovoked,AUSTRALIA,Queensland,Swimming breast stoke,F,47,Left arm & leg lacerated,N,Tiger   ,-25.274398,133.775136
1996,Unprovoked,AUSTRALIA,New South Wales,Fishing in knee-deep water,M,7,Left calf bitten,N,NA,-25.274398,133.775136
1996,Unprovoked,AUSTRALIA,New South Wales,Dived naked into the water on a bet,M,24,Left leg & right testicle bitten,N,Bronze whaler    ,-25.274398,133.775136
1996,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,7,Ankles injured,N,NA,-25.274398,133.775136
1996,Unprovoked,AUSTRALIA,Queensland,Swimming,F,13,Lacerations to left calf,N,Bronze whaler    ,-25.274398,133.775136
1996,Unprovoked,AUSTRALIA,Western Australia,NA,NA,NA,No details,NA,NA,-25.274398,133.775136
1996,Boat,AUSTRALIA,New South Wales,Chumming for sharks,NA,NA,"No injury to occupants; shark rammed, bit & sank boat ",N,Mako,-25.274398,133.775136
1997,Unprovoked,AUSTRALIA,Western Australia,Scuba diving (submerged riding a scooter),M,42,Left arm lacerated when shark grabbed scooter,N,White,-25.274398,133.775136
1997,Unprovoked,AUSTRALIA,Western Australia,Surf-skiing,M,51,"Sierakowski suffered a minor facial injury, ski bitten in half by shark",N,White,-25.274398,133.775136
1997,Unprovoked,AUSTRALIA,Queensland,Surfing,M,19,Leg lacerated,N,NA,-25.274398,133.775136
1997,Unprovoked,AUSTRALIA,Queensland,Swimming,F,21,Left leg biten,N,NA,-25.274398,133.775136
1997,Unprovoked,AUSTRALIA,Queensland,Scuba diving,M,30,Left arm bitten,N,Tiger   ,-25.274398,133.775136
1997,Boat,AUSTRALIA,New South Wales,Rowing ,F,49,"Bruised, when shark struck scull & catapulted her into the water",N,NA,-25.274398,133.775136
1997,Unprovoked,AUSTRALIA,Queensland,Snorkeling,M,27,"Left leg lacerated, punctures to right leg",N,NA,-25.274398,133.775136
1997,Unprovoked,AUSTRALIA,Western Australia,Windsurfing,M,41,"Presumed fatal, no body recovered, shark mutilated wetsuit & harness recovered ",Y,Tiger   ,-25.274398,133.775136
1997,Boat,AUSTRALIA,Victoria,Watching seals,NA,NA,"No injury to occupants, shark bit 2 of the dinghy's 3 floation chambers",N,White,-25.274398,133.775136
1998,Unprovoked,AUSTRALIA,South Australia,Standing,F,21,2 puncture wounds in left leg,N,NA,-25.274398,133.775136
1998,Unprovoked,AUSTRALIA,South Australia,Surfing,F,21,Leg injured,N,NA,-25.274398,133.775136
1998,Unprovoked,AUSTRALIA,South Australia,Free diving for abalone,M,26,"FATAL, left thigh and lower leg severely injured  ",Y,White,-25.274398,133.775136
1998,Unprovoked,AUSTRALIA,South Australia,Surfing,M,NA,20 punctures in right foot,N,NA,-25.274398,133.775136
1999,Unprovoked,AUSTRALIA,South Australia,Windsurfing,M,22,"FATAL, body not recovered",Y,White,-25.274398,133.775136
1999,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,35,"Left hand & forearm bitten, board bitten",N,Bronze whaler    ,-25.274398,133.775136
2000,Unprovoked,AUSTRALIA,Queensland,Scuba diving,M,23,Hand bitten,N,NA,-25.274398,133.775136
2000,Boat,AUSTRALIA,South Australia,Fishing for whiting,NA,NA,No injury to occupants,N,White,-25.274398,133.775136
2000,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,38,Left elbow and forearm bitten,N,Bronze whaler    ,-25.274398,133.775136
2000,Unprovoked,AUSTRALIA,Queensland,Diving (shell maintenance),M,28,"No injury, wetsuit & swimfin torn",N,Tiger   ,-25.274398,133.775136
2000,Unprovoked,AUSTRALIA,Western Australia,Swimming,M,52,Leg & feet lacerated,N,White,-25.274398,133.775136
2000,Unprovoked,AUSTRALIA,Western Australia,Swimming,M,49,"FATAL, torso bitten, leg severed ",Y,White,-25.274398,133.775136
2000,Boat,AUSTRALIA,Queensland,Fishing ,NA,31,"No Injury to occupant, shark holed and sank boat",N,White,-25.274398,133.775136
2000,Unprovoked,AUSTRALIA,South Australia,Surfing,M,17,FATAL,Y,White,-25.274398,133.775136
2000,Unprovoked,AUSTRALIA,South Australia,Surfing,M,25,FATAL,Y,White,-25.274398,133.775136
2000,Provoked,AUSTRALIA,New South Wales,Fell onto dead shark,M,12,Foot lacerated from toe to heel when he tripped on shark during fishing competition PROVOKED INCIDENT,N,Blue,-25.274398,133.775136
2000,Unprovoked,AUSTRALIA,Queensland,Swimming,M,26,Left calf bitten,N,NA,-25.274398,133.775136
2000,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,NA,No Injury,N,Tiger   ,-25.274398,133.775136
2000,Boat,AUSTRALIA,New South Wales,Rowing,NA,NA,No Injury to occupants,N,NA,-25.274398,133.775136
2000,Boat,AUSTRALIA,New South Wales,Rowing,NA,NA,No injury to occupants; oar bitten,N,NA,-25.274398,133.775136
2000,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,NA,Survived,N,NA,-25.274398,133.775136
2000,Unprovoked,AUSTRALIA,South Australia,Surfing,M,26,Hand bitten,N,NA,-25.274398,133.775136
2001,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,49,"No Injury, shark hit board",N,Bronze whaler    ,-25.274398,133.775136
2001,Unprovoked,AUSTRALIA,Queensland,Snorkeling,F,20,Lacerations to right forearm & shoulder injured,N,Bronze whaler    ,-25.274398,133.775136
2001,Boat,AUSTRALIA,Queensland,NA,M,31,No injury from shark,N,White,-25.274398,133.775136
2001,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,33,"Chest lacerated, surfboard bitten",N,NA,-25.274398,133.775136
2001,Provoked,AUSTRALIA,New South Wales,Snorkeling,M,NA,Wrist lacerated PROVOKED INCIDENT,N,Wobbegong     ,-25.274398,133.775136
2001,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,40,Calf bitten,N,Bronze whaler    ,-25.274398,133.775136
2001,Boat,AUSTRALIA,Western Australia,Fishing for whiting,NA,NA,No injury to occupants,N,White,-25.274398,133.775136
2001,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,40,Leg bitten,N,Bronze whaler    ,-25.274398,133.775136
2001,Boat,AUSTRALIA,New South Wales,Kayaking,M,35,"No injury, shark ramme d & bit kayak",N,NA,-25.274398,133.775136
2001,Boat,AUSTRALIA,South Australia,Fishing,NA,NA,No injury to occupants,N,White,-25.274398,133.775136
2002,Unprovoked,AUSTRALIA,Queensland,Snorkeling,F,18,Left arm lacerated,N,Hammerhead ,-25.274398,133.775136
2002,Unprovoked,AUSTRALIA,Queensland,Scuba diving,M,26,Groin bitten,N,Wobbegong     ,-25.274398,133.775136
2002,Unprovoked,AUSTRALIA,Queensland,Swimming,M,23,FATAL,Y,Bull   ,-25.274398,133.775136
2002,Unprovoked,AUSTRALIA,Queensland,Surfing,M,30,minor injury to foot,N,NA,-25.274398,133.775136
2002,Provoked,AUSTRALIA,Northern Territory,Fishing from prawn trawler,M,20,Netted shark injured his am & 6 fingers PROVOKED INCIDENT,N,NA,-25.274398,133.775136
2002,Unprovoked,AUSTRALIA,South Australia,Scallop diving (using surface-supplied air & a POD) ,M,23,"FATAL, torso & leg bitten  ",Y,White,-25.274398,133.775136
2002,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,45,Foot bitten,N,NA,-25.274398,133.775136
2002,Unprovoked,AUSTRALIA,Queensland,Surfing,M,30,Heel / foot bitten,N,NA,-25.274398,133.775136
2002,Unprovoked,AUSTRALIA,New South Wales,Kayaking,M,35,Stern of kayak bitten/chest bruised ,N,Bull   ,-25.274398,133.775136
2002,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,20,Bruises & minor cuts,N,Tiger   ,-25.274398,133.775136
2002,Unprovoked,AUSTRALIA,Western Australia,Swimming,M,32,15 cm wound on inner thigh,N,NA,-25.274398,133.775136
2003,Unprovoked,AUSTRALIA,Victoria,Surfing amid a shoal of sharks,M,36,"No inury, shark caught leash attached to surfer's ankle & towed him a short distance",N,NA,-25.274398,133.775136
2003,Unprovoked,AUSTRALIA,Western Australia,Swimming,M,NA,"After biting Halverson, it bit Scott's thigh",N,Wobbegong     ,-25.274398,133.775136
2003,Unprovoked,AUSTRALIA,Western Australia,Swimming,M,NA,Hand & foot bitten,N,Wobbegong     ,-25.274398,133.775136
2003,Unprovoked,AUSTRALIA,New South Wales,Standing,M,NA,Minor lacerations to leg & foot,N,NA,-25.274398,133.775136
2003,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,22,Left ankle & foot lacerated,N,Copper ,-25.274398,133.775136
2003,Unprovoked,AUSTRALIA,Northern Territory,Surf skiing,M,37,"No injury, flung into water when shark bit rudder of ski",N,NA,-25.274398,133.775136
2003,Unprovoked,AUSTRALIA,South Australia,Wading,M,37,Ankle lacerated,N,NA,-25.274398,133.775136
2003,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,24,"Puncture wounds on heel, legs and buttocks",N,Nurse ,-25.274398,133.775136
2003,Unprovoked,AUSTRALIA,Queensland,Swimming,M,84,FATAL,Y,Bull   ,-25.274398,133.775136
2003,Unprovoked,AUSTRALIA,Western Australia,Surfing,F,NA,"No injury, but her surfboard was bitten",N,Bronze whaler    ,-25.274398,133.775136
2004,Unprovoked,AUSTRALIA,South Australia,Scurfing (surfboard being  towed behind a boat),M,18,FATAL,Y,White,-25.274398,133.775136
2004,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,38,"FATAL, leg bitten",Y,Bull   ,-25.274398,133.775136
2004,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,59,Right foot lacerated,N,Bronze whaler    ,-25.274398,133.775136
2004,Boat,AUSTRALIA,Queensland,Spearfishing/ filming,NA,NA,"No injury to occupants, boat damaged",N,Tiger   ,-25.274398,133.775136
2004,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,M,30,Minor puncture wounds to leg,N,NA,-25.274398,133.775136
2004,Boat,AUSTRALIA,Western Australia,Fishing,NA,NA,"No injury to occupants; shark mouthed motor, severed anchor line",N,White,-25.274398,133.775136
2004,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,30,"FATAL, abdomen, pelvis & leg bitten      ",Y,NA,-25.274398,133.775136
2004,Unprovoked,AUSTRALIA,Western Australia,Body boarding,M,17,Ankle & foot lacerated,N,Bronze whaler    ,-25.274398,133.775136
2004,Unprovoked,AUSTRALIA,New South Wales,Diving,M,NA,Puncture wounds on wrist,N,Wobbegong     ,-25.274398,133.775136
2004,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,47,Shin & calf bitten,N,Bronze whaler    ,-25.274398,133.775136
